entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-00990,0.0679,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) curricular units 2nd sem (approved). No immediate action required.",Low,True
STU-00991,0.0712,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and course. No immediate action required.",Low,True
STU-00992,0.678,"['ratio_curricular_units_2nd_sem', 'Course', 'GDP']","Moderate risk influenced by (mitigating) ratio curricular units 2nd sem, course, and gdp. Review within 30 days advised.",Medium,True
STU-00993,0.0686,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 1st sem (grade), and (mitigating) admission grade. No immediate action required.",Low,True
STU-00994,0.0629,"[""Mother's occupation"", 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) ratio curricular units 2nd sem, and age at enrollment. No immediate action required.",Low,True
STU-00995,0.0624,"['ratio_curricular_units_2nd_sem', 'Course', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-00996,0.0626,"[""Mother's occupation"", 'ratio_curricular_units_2nd_sem', 'Admission grade']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) ratio curricular units 2nd sem, and (mitigating) admission grade. No immediate action required.",Low,True
STU-00997,0.0822,"['ratio_curricular_units_2nd_sem', 'Nacionality', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) nacionality, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-00998,0.0732,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-00999,0.6795,"[""Mother's occupation"", 'ratio_curricular_units_2nd_sem', ""Mother's qualification""]","Moderate risk influenced by mother's occupation, (mitigating) ratio curricular units 2nd sem, and mother's qualification. Review within 30 days advised.",Medium,True
STU-01000,0.8828,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and (mitigating) course. Immediate review recommended.",High,True
STU-01001,0.8961,"['ratio_curricular_units_2nd_sem', 'Tuition fees up to date', 'Curricular units 2nd sem (evaluations)']","High risk due to ratio curricular units 2nd sem, tuition fees up to date, and curricular units 2nd sem (evaluations). Immediate review recommended.",High,True
STU-01002,0.1756,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-01003,0.0867,"['Admission grade', 'Tuition fees up to date', 'Scholarship holder']","Low risk. Key factors: (mitigating) admission grade, (mitigating) tuition fees up to date, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01004,0.7278,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', 'GDP']","High risk due to (mitigating) ratio curricular units 2nd sem, curricular units 1st sem (grade), and gdp. Immediate review recommended.",High,True
STU-01005,0.0662,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, ratio curricular units 1st sem, and (mitigating) course. No immediate action required.",Low,True
STU-01006,0.0679,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Application order']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and application order. No immediate action required.",Low,True
STU-01007,0.0669,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (approved), and gdp. No immediate action required.",Low,True
STU-01008,0.0624,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) curricular units 1st sem (grade). No immediate action required.",Low,True
STU-01009,0.0678,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01010,0.0838,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Age at enrollment']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01011,0.0774,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) admission grade. No immediate action required.",Low,True
STU-01012,0.0623,"['ratio_curricular_units_2nd_sem', ""Father's qualification"", 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) father's qualification, and (mitigating) admission grade. No immediate action required.",Low,True
STU-01013,0.893,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and course. Immediate review recommended.",High,True
STU-01014,0.062,"[""Mother's occupation"", 'ratio_curricular_units_2nd_sem', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) ratio curricular units 2nd sem, and (mitigating) previous qualification (grade). No immediate action required.",Low,True
STU-01015,0.067,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-01016,0.8852,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', ""Mother's qualification""]","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (approved), and mother's qualification. Immediate review recommended.",High,True
STU-01017,0.0638,"['ratio_curricular_units_2nd_sem', 'Course', 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and gdp. No immediate action required.",Low,True
STU-01018,0.8954,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and curricular units 2nd sem (evaluations). Immediate review recommended.",High,True
STU-01019,0.1729,"['ratio_curricular_units_2nd_sem', 'Course', 'Debtor']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, course, and debtor. No immediate action required.",Low,True
STU-01020,0.0624,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (approved), and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01021,0.0751,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) course. No immediate action required.",Low,True
STU-01022,0.0744,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Age at enrollment']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01023,0.0671,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) curricular units 1st sem (grade). No immediate action required.",Low,True
STU-01024,0.062,"[""Mother's occupation"", 'ratio_curricular_units_2nd_sem', 'Admission grade']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) ratio curricular units 2nd sem, and (mitigating) admission grade. No immediate action required.",Low,True
STU-01025,0.8948,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-01026,0.0626,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 1st sem (grade), and (mitigating) course. No immediate action required.",Low,True
STU-01027,0.0756,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Application mode']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and (mitigating) application mode. No immediate action required.",Low,True
STU-01028,0.0747,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Unemployment rate']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, admission grade, and unemployment rate. No immediate action required.",Low,True
STU-01029,0.0686,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Unemployment rate']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and unemployment rate. No immediate action required.",Low,True
STU-01030,0.1245,"['Scholarship holder', 'Tuition fees up to date', 'Age at enrollment']","Low risk. Key factors: (mitigating) scholarship holder, (mitigating) tuition fees up to date, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01031,0.201,"['Course', 'Scholarship holder', 'Age at enrollment']","Low risk. Key factors: course, (mitigating) scholarship holder, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01032,0.0672,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01033,0.0648,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-01034,0.8846,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (approved), and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-01035,0.0626,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) curricular units 1st sem (grade). No immediate action required.",Low,True
STU-01036,0.8955,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-01037,0.0653,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 1st sem (grade), and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01038,0.0634,"['ratio_curricular_units_2nd_sem', 'Previous qualification (grade)', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) previous qualification (grade), and (mitigating) course. No immediate action required.",Low,True
STU-01039,0.0904,"['ratio_curricular_units_2nd_sem', 'Course', 'Application mode']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, course, and (mitigating) application mode. No immediate action required.",Low,True
STU-01040,0.0778,"['ratio_curricular_units_2nd_sem', 'Course', ""Father's occupation""]","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) father's occupation. No immediate action required.",Low,True
STU-01041,0.0643,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01042,0.0758,"['Marital Status', 'ratio_curricular_units_1st_sem', 'Admission grade']","Low risk. Key factors: (mitigating) marital status, (mitigating) ratio curricular units 1st sem, and (mitigating) admission grade. No immediate action required.",Low,True
STU-01043,0.0657,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Application order']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and application order. No immediate action required.",Low,True
STU-01044,0.0768,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Application order']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and application order. No immediate action required.",Low,True
STU-01045,0.8886,"['ratio_curricular_units_2nd_sem', 'Course', 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, course, and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-01046,0.6451,"['ratio_curricular_units_2nd_sem', 'Course', 'Admission grade']","Moderate risk influenced by (mitigating) ratio curricular units 2nd sem, course, and admission grade. Review within 30 days advised.",Medium,True
STU-01047,0.0694,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01048,0.0692,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and gdp. No immediate action required.",Low,True
STU-01049,0.064,"['ratio_curricular_units_2nd_sem', ""Father's occupation"", 'Age at enrollment']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) father's occupation, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01050,0.078,"['Course', 'ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: (mitigating) course, ratio curricular units 2nd sem, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-01051,0.0723,"['ratio_curricular_units_2nd_sem', 'Unemployment rate', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, unemployment rate, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01052,0.6074,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Unemployment rate']","Moderate risk influenced by (mitigating) ratio curricular units 2nd sem, admission grade, and unemployment rate. Review within 30 days advised.",Medium,True
STU-01053,0.0648,"['ratio_curricular_units_2nd_sem', 'Course', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01054,0.0688,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and (mitigating) curricular units 2nd sem (approved). No immediate action required.",Low,True
STU-01055,0.0636,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01056,0.0728,"['ratio_curricular_units_2nd_sem', 'GDP', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, gdp, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01057,0.0625,"['ratio_curricular_units_2nd_sem', 'Curricular units 1st sem (grade)', 'Unemployment rate']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 1st sem (grade), and (mitigating) unemployment rate. No immediate action required.",Low,True
STU-01058,0.8928,"['Tuition fees up to date', 'Debtor', 'Admission grade']","High risk due to tuition fees up to date, debtor, and (mitigating) admission grade. Immediate review recommended.",High,True
STU-01059,0.0628,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01060,0.824,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Admission grade']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and admission grade. Immediate review recommended.",High,True
STU-01061,0.8888,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'ratio_curricular_units_1st_sem']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and ratio curricular units 1st sem. Immediate review recommended.",High,True
STU-01062,0.0739,"['ratio_curricular_units_2nd_sem', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and age at enrollment. No immediate action required.",Low,True
STU-01063,0.0626,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) ratio curricular units 1st sem, and (mitigating) curricular units 1st sem (grade). No immediate action required.",Low,True
STU-01064,0.2384,"['Debtor', 'Course', ""Mother's qualification""]","Low risk. Key factors: debtor, course, and (mitigating) mother's qualification. No immediate action required.",Low,True
STU-01065,0.7566,"['Tuition fees up to date', 'Debtor', 'ratio_curricular_units_2nd_sem']","High risk due to tuition fees up to date, debtor, and (mitigating) ratio curricular units 2nd sem. Immediate review recommended.",High,True
STU-01066,0.0638,"['ratio_curricular_units_2nd_sem', 'Unemployment rate', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) unemployment rate, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01067,0.0668,"['ratio_curricular_units_2nd_sem', 'Age at enrollment', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) age at enrollment, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01068,0.0627,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01069,0.1007,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, ratio curricular units 1st sem, and (mitigating) admission grade. No immediate action required.",Low,True
STU-01070,0.0626,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (approved), and (mitigating) curricular units 2nd sem (grade). No immediate action required.",Low,True
STU-01071,0.0641,"['ratio_curricular_units_2nd_sem', 'Scholarship holder', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) scholarship holder, and (mitigating) curricular units 2nd sem (grade). No immediate action required.",Low,True
STU-01072,0.2192,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Course']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, admission grade, and course. No immediate action required.",Low,True
STU-01073,0.0646,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, mother's occupation, and (mitigating) curricular units 1st sem (grade). No immediate action required.",Low,True
STU-01074,0.068,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, admission grade, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-01075,0.0688,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'ratio_curricular_units_1st_sem']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) ratio curricular units 1st sem. No immediate action required.",Low,True
STU-01076,0.8908,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Age at enrollment']","High risk due to tuition fees up to date, (mitigating) ratio curricular units 2nd sem, and age at enrollment. Immediate review recommended.",High,True
STU-01077,0.8847,"['ratio_curricular_units_2nd_sem', 'ratio_curricular_units_1st_sem', ""Mother's qualification""]","High risk due to ratio curricular units 2nd sem, ratio curricular units 1st sem, and mother's qualification. Immediate review recommended.",High,True
STU-01078,0.8599,"['ratio_curricular_units_2nd_sem', 'Course', 'Debtor']","High risk due to ratio curricular units 2nd sem, (mitigating) course, and debtor. Immediate review recommended.",High,True
STU-01079,0.0657,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01080,0.0678,"['ratio_curricular_units_2nd_sem', ""Father's occupation"", 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, father's occupation, and gdp. No immediate action required.",Low,True
STU-01081,0.0902,"['ratio_curricular_units_2nd_sem', 'Admission grade', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) admission grade, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01082,0.0811,"['Course', 'Curricular units 2nd sem (grade)', 'ratio_curricular_units_2nd_sem']","Low risk. Key factors: (mitigating) course, (mitigating) curricular units 2nd sem (grade), and (mitigating) ratio curricular units 2nd sem. No immediate action required.",Low,True
STU-01083,0.0667,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (grade)', 'GDP']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (grade), and gdp. No immediate action required.",Low,True
STU-01084,0.0664,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 2nd sem (grade). No immediate action required.",Low,True
STU-01085,0.8955,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'Curricular units 2nd sem (approved)']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and curricular units 2nd sem (approved). Immediate review recommended.",High,True
STU-01086,0.0643,"['ratio_curricular_units_2nd_sem', ""Father's occupation"", 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) father's occupation, and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01087,0.0652,"[""Mother's occupation"", 'ratio_curricular_units_2nd_sem', 'Debtor']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) ratio curricular units 2nd sem, and debtor. No immediate action required.",Low,True
STU-01088,0.3704,"['ratio_curricular_units_2nd_sem', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, course, and (mitigating) admission grade. No immediate action required.",Low,True
STU-01089,0.2744,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). No immediate action required.",Low,True
STU-01090,0.0664,"['ratio_curricular_units_2nd_sem', 'Unemployment rate', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) unemployment rate, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-01091,0.8932,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)', 'Course']","High risk due to ratio curricular units 2nd sem, curricular units 2nd sem (evaluations), and course. Immediate review recommended.",High,True
STU-01092,0.0854,"['ratio_curricular_units_2nd_sem', ""Mother's occupation"", 'Unemployment rate']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, mother's occupation, and (mitigating) unemployment rate. No immediate action required.",Low,True
STU-01093,0.5816,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 2nd sem (grade)']","Moderate risk influenced by (mitigating) ratio curricular units 2nd sem, course, and curricular units 2nd sem (grade). Review within 30 days advised.",Medium,True
STU-01094,0.0772,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (approved), and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01095,0.8965,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Debtor']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and debtor. Immediate review recommended.",High,True
STU-01096,0.8959,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Admission grade']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and admission grade. Immediate review recommended.",High,True
STU-01097,0.1261,"['Tuition fees up to date', 'Age at enrollment', 'ratio_curricular_units_2nd_sem']","Low risk. Key factors: (mitigating) tuition fees up to date, (mitigating) age at enrollment, and (mitigating) ratio curricular units 2nd sem. No immediate action required.",Low,True
STU-01098,0.0913,"['ratio_curricular_units_2nd_sem', 'Course', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, course, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-01099,0.0634,"['ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (approved)', 'Scholarship holder']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) curricular units 2nd sem (approved), and (mitigating) scholarship holder. No immediate action required.",Low,True
STU-01100,0.0668,"['ratio_curricular_units_2nd_sem', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) course, and (mitigating) admission grade. No immediate action required.",Low,True
STU-01101,0.8964,"['Tuition fees up to date', 'ratio_curricular_units_2nd_sem', 'Curricular units 2nd sem (evaluations)']","High risk due to tuition fees up to date, ratio curricular units 2nd sem, and curricular units 2nd sem (evaluations). Immediate review recommended.",High,True
STU-01102,0.2281,"['Course', ""Father's occupation"", 'Curricular units 2nd sem (evaluations)']","Low risk. Key factors: course, (mitigating) father's occupation, and (mitigating) curricular units 2nd sem (evaluations). No immediate action required.",Low,True
STU-01103,0.2771,"['Curricular units 1st sem (without evaluations)', 'ratio_curricular_units_1st_sem', 'Tuition fees up to date']","Low risk. Key factors: curricular units 1st sem (without evaluations), ratio curricular units 1st sem, and (mitigating) tuition fees up to date. No immediate action required.",Low,True
STU-01104,0.0761,"['ratio_curricular_units_2nd_sem', ""Mother's qualification"", ""Mother's occupation""]","Low risk. Key factors: (mitigating) ratio curricular units 2nd sem, (mitigating) mother's qualification, and mother's occupation. No immediate action required.",Low,True
STU-01105,0.5774,"['ratio_curricular_units_2nd_sem', 'Course', 'Curricular units 1st sem (enrolled)']","Moderate risk influenced by ratio curricular units 2nd sem, (mitigating) course, and (mitigating) curricular units 1st sem (enrolled). Review within 30 days advised.",Medium,True
STU-01106,0.6996,"[""Mother's occupation"", 'Curricular units 1st sem (without evaluations)', 'ratio_curricular_units_2nd_sem']","Moderate risk influenced by mother's occupation, curricular units 1st sem (without evaluations), and (mitigating) ratio curricular units 2nd sem. Review within 30 days advised.",Medium,True
